Pierre-Auguste Renoir;La famille (Circa 1896);11.27.1989;3,778,888
Claude Monet;Le bras de Jeufosse, automne;02.07.2012;3,778,703
Edgar Degas;Le tub;11.03.2008;3,778,500
Joseph Cornell;Pharmacy;11.12.2008;3,778,500
Maurice de Vlaminck;Le Havre, les bassinsREPEAT SALE;05.06.2009;3,778,500
Paul Signac;Vieux port de Cannes;11.03.2009;3,778,500
Alberto Giacometti;Tête d′hommeREPEAT SALE;11.04.2009;3,778,500
Kees van Dongen;Femme au chapeau de roses;05.05.2010;3,778,500
Alexander Calder;Blue and yellow sickles;05.12.2010;3,778,500
Alexander Calder;Untitled;05.11.2011;3,778,500
Paul Signac;Les bricks-goélettes. Antibes;05.01.2012;3,778,500
Joan Miró;Personnage fascinant;05.02.2012;3,778,500
Joan Miró;Dormeurs réveillés par un oiseau;11.07.2012;3,778,500
Ellsworth Kelly;Untitled;11.14.2012;3,778,500
Hans Hofmann;Te Deum;11.14.2012;3,778,500
Cy Twombly;Untitled (Gaeta);06.30.2010;3,775,662
Ed Ruscha;I can′t not do that;03.10.2015;3,773,509
Zao Wou-Ki;22.8.91.;10.05.2013;3,770,713
Gilbert & George;To her majesty (in 37 parts);06.30.2008;3,769,810
Edgar Degas;Danseuse à mi-corps se coiffant;05.04.2005;3,768,000
Zhang Daqian;Buddha-head blue peony;05.27.2013;3,766,112
Paul Signac;Venise. La salute. Vert;02.08.2011;3,765,310
Zao Wou-Ki;14.12.59.;05.27.2007;3,764,705
Ernst Ludwig Kirchner;Strassenszene;02.06.2006;3,763,877
Edgar Degas;Les pointes;02.06.2006;3,763,877
René Magritte;La belle promenadeREPEAT SALE;06.24.2014;3,762,934
;Abstraktes Bild;06.26.2013;3,758,625
Johann Joseph Zoffany--johan joseph zoffany;A group portrait of the Colmore family;07.12.1990;3,756,966
Irma Stern;Bahora girl;10.27.2010;3,754,402
Claude Monet;La Seine à BougivalREPEAT SALE;06.19.2012;3,753,813
Alberto Giacometti;Diego au chandail;02.04.2015;3,752,686
Lucian Freud;Girl reading;10.19.2008;3,752,369
Max Liebermann;Blumenstauden vor dem Gärtnerhäuschen nach Norden (Flowers in front of the Gardner′s house to the north);02.07.2006;3,752,311
Pieter Brueghel II--PIETER BRUEGHEL THE YOUNGER;Summer: The HarvestersREPEAT SALE;07.03.2012;3,752,137
Alberto Giacometti;Buste de Caroline;06.13.2013;3,751,624
Max Beckmann;DER WELS;06.22.1990;3,749,560
Andy Warhol;Four-foot flowers;05.14.2002;3,749,500
Willem de Kooning;Woman;11.12.2002;3,749,500
Marc Chagall;Au CirqueREPEAT SALE;11.05.2013;3,749,000
Paul Signac;Les Allées, Cannes;11.05.2013;3,749,000
Gustave Courbet;étretat: Les Falaises;11.06.2013;3,749,000
Alexander Calder;Snowflake tree;11.13.2013;3,749,000
Alfred Sisley;Les Carrières à Veneux au soleil - le matin;05.07.2014;3,749,000
Richard Prince;Untitled (Cowboy);05.12.2014;3,749,000
Agnes Martin;Untitled #5;05.13.2014;3,749,000
Christopher Wool;Untitled (P297);05.13.2014;3,749,000
Keith Haring;UntitledREPEAT SALE;05.14.2014;3,749,000
Mark Tansey;Landscape;11.11.2014;3,749,000
Jean-Michel Basquiat;Untitled (Head);11.12.2014;3,749,000
Oscar Florianus Bluemner;Jersey Silkmills;11.19.2014;3,749,000
Georgia O′Keeffe--Georgia O'Keeffe;Hills and Mesa to the West;11.19.2014;3,749,000
Jin Shangyi;Sun Zhongshan;06.01.2013;3,748,797
Vasili Vasilievich Vereshchagin;The Taj Mahal, evening;06.06.2011;3,748,094
Pablo Picasso;Le peintre et son modèle;05.09.2000;3,746,000
Jasper Johns;Colored alphabetREPEAT SALE;05.08.2001;3,745,750
Andy Warhol;Group of five Campbell′s soup cans;05.15.2001;3,745,750
Jasper Johns;Montez signing;11.14.2001;3,745,750
Pierre Bonnard;Nu dans la baignoire;06.28.1988;3,745,318
Claude Monet;Vue de l′église de Vernon;05.09.1995;3,742,500
Willem de Kooning;Mailbox;05.07.1996;3,742,500
Rembrandt Harmensz van Rijn--Rembrandt Harmensz. van Rijn;The bulwark De Rose and the windmill De Smeerpot: a view near the Rampoortje, Amsterdam;01.28.2000;3,742,500
;Winter pool;11.10.1988;3,740,000
Willem de Kooning;Untitled XII;05.07.1990;3,740,000
Edouard Manet--Édouard Manet;Fleurs dans un vase de cristal;11.14.1990;3,740,000
Andy Warhol;Marilyn X 100;11.17.1992;3,740,000
Sir Stanley Spencer;The village lovers;06.15.2011;3,739,881
Marc Chagall;Bouquet de printemps;11.07.2007;3,737,000
Alexander Calder;Untitled (Autumn leaves);11.14.2007;3,737,000
Childe Hassam;Sunset at sea;11.29.2007;3,737,000
;Abstraktes Bild (743-2);05.15.2008;3,737,000
Zeng Fanzhi;Mask;12.01.2013;3,736,891
Claude Monet;Berge de la Seine à Lavacourt;05.09.2007;3,736,000
Henry Moore;Reclining Mother and ChildREPEAT SALE;02.04.2009;3,735,601
Miquel Barceló;Muletero;06.29.2011;3,735,159
Eduardo Chillida;Rumor de limites no. VI;06.22.2006;3,733,268
Lucio Fontana;Concetto spaziale;06.28.2011;3,729,550
Glenn Brown;Böcklin′s Tomb (Copied from Floating Cities by Chris Foss);10.18.2013;3,729,006
;The Madonna and Child with music-making angels, god the father aboveleft wing (+ 2 others; triptych);07.09.2008;3,728,813
Jan Jansz (the Elder) Uyl;A still life with a pewter jug and an overturned Tazza, a porcelain bowl, wine glass, a partly-peeled lemon on a pewter dish and other objects arranged upon a white table-cloth, set before a stone nicREPEAT SALE;12.05.2007;3,727,769
Zhang Daqian;A lady with flower;06.04.2011;3,727,139
Roy Lichtenstein;Girl in Mirror;06.26.2012;3,726,530
Cy Twombly;Untitled (The Empire of Flora)REPEAT SALE;06.26.2012;3,726,530
Joan Miró;Trois femmes;06.24.1996;3,724,812
Roy Lichtenstein;Still life with candy jar;02.09.2006;3,724,543
Boris Dmitrievich Grigoriev;Shepherd of the hills;11.03.2008;3,722,500
Pablo Picasso;Nu au chapeau, buste;11.06.2008;3,722,500
Andy Warhol;Round Jackie;05.10.2011;3,722,500
Alexander Calder;Gypsophila on Black SkirtREPEAT SALE;11.13.2012;3,722,500
Li Keran;Nine water buffalos;05.22.2011;3,719,390
;Ohne Titel (Meine lügen sind ehrlich)REPEAT SALE;10.17.2014;3,719,019
Lucio Fontana;Concetto spaziale, attese;10.17.2014;3,719,019
Lucio Fontana;Concetto spaziale, attese;10.17.2014;3,719,019
Jean-Michel Basquiat;Untitled;10.17.2014;3,719,019
Brett Whiteley;My Armchair;10.31.2013;3,718,304
Albert Anker;Schreibender Knabe mit Schwesterchen I;12.07.2012;3,717,193
Gustav Klimt;Bauernhaus mit Birken - Junge Birken (Farmhouse with birch trees - Young birch trees);06.21.2004;3,716,177
Claude Monet;AU CAP D′ANTIBES;03.25.1990;3,713,390
John Singer Sargent;The RialtoREPEAT SALE;11.30.2005;3,712,000
Francisco Zúñig;Grupo de cuatro mujeres de pie;05.24.2006;3,712,000
Pierre Bonnard;Le corsage rayé;11.08.2006;3,712,000
Andy Warhol;Self-portrait;11.14.2006;3,712,000
Jean Dubuffet;L′heure de la hâte (The Hour of Anticipation)REPEAT SALE;02.11.2015;3,709,204
Edgar Degas;Danceuses vertes;12.02.1996;3,708,102
Agnes Martin;Untitled #33;05.15.2013;3,707,750
Roy Lichtenstein;Woman IIREPEAT SALE;05.15.2013;3,707,750
Cui Ruzhuo;Snowy mountain;04.07.2014;3,707,142
Barnett Newman;White fire IREPEAT SALE;11.12.2003;3,704,000
;4096 Farben;05.11.2004;3,703,500
Lyonel Feininger;Benz VI;11.03.2004;3,703,500
Isaac Van Ostade;A waggoner and other figures halted at an inn;12.03.1997;3,703,112
Alberto Giacometti;Figure grise, tête en gris;06.23.2010;3,702,509
Hermenegildo Anglada Camarasa;El Casino de París;10.04.2006;3,701,265
Pierre-Auguste Renoir;Baigneuse allongée de dos avec un chapeau de paille or Femme couchée sur l′herbe;06.22.2011;3,699,960
Zhang Xiaogang;Bloodline: Big family - Father and son;05.28.2011;3,698,501
Juan Muñoz;Conversation Pie ce I (in 4 parts);10.16.2014;3,698,349
Piero Manzoni;Achrome;10.16.2014;3,698,349
Zhang Daqian;Sceneries of Jiangnan;10.05.2010;3,695,108
Karl Schmidt-Rottluff;Watt bei Ebbe;11.28.2013;3,694,032
Shen Zhou;Landscape;12.04.2012;3,693,829
Mark Rothko;Untitled;11.14.2013;3,693,000
Ellsworth Kelly;Black panel I;11.11.2014;3,693,000
Fang Lijun;1993. 4;04.02.2012;3,690,588
Pablo Picasso;Le pot de fleurs sur fond noirREPEAT SALE;06.21.2011;3,688,781
Chu Teh-Chun (Zhu Dequn);Inspiration hivernale (diptych);04.04.2011;3,687,976
Wu Guanzhong;The lion groov gardenREPEAT SALE;04.05.2011;3,687,691
;Paris bar;10.16.2009;3,685,360
Ilya Mashkov;Still life with flowers;12.01.2005;3,683,394
Emperor Kangxi;Calligraphy in running script (+ 40 colophons by various artists);10.29.2012;3,683,064
Zhang Daqian;White turtle dove and red leaves;05.31.2011;3,682,810
Cui Ruzhuo;Landscape;06.01.2014;3,681,295
Yi Bingshou;Galligraphy;06.04.2014;3,679,882
Balthus;Nu aux bras levésREPEAT SALE;02.03.2004;3,677,642
Domenico Gnoli;Busto femminile di dorso (Female bust from the back);10.14.2011;3,676,962
Pablo Picasso;Nu couchéREPEAT SALE;02.08.2011;3,675,094
Lucio Fontana;Concetto spaziale, Attesa;02.16.2011;3,675,094
Francisco de Goya;Hutiles trabajos (Useful work);07.05.2011;3,669,847
Jean Honoré Fragonard--Jean-Honoré Fragonard;Girl playing with a dog and a cat (Marie-Madeleine Colombe?);12.13.2000;3,668,911
Yves Tanguy;Je me faisais semblant (I was pretending to myself);02.09.2011;3,667,566
Maurice de Vlaminck;Le remorqueur;11.03.2008;3,666,500
Jean Dubuffet;Vue de Paris, quartiers résidentiels (Vue de Paris: Les boutiques);11.05.2008;3,666,500
Mark Rothko;Composition;11.12.2008;3,666,500
Marc Chagall;L′événement;05.06.2009;3,666,500
Sam Francis;Grey;05.13.2009;3,666,500
Willem de Kooning;Woman;05.13.2009;3,666,500
Amedeo Modigliani;La fantesca;11.04.2009;3,666,500
Childe Hassam;The white dory, Gloucester;12.03.2009;3,666,500
Pablo Picasso;Tête de femme;05.05.2010;3,666,500
Henri Matisse;Nu au fauteuil, jambes croisées;05.05.2010;3,666,500
Vincent van Gogh;Statuette de plâtre: Torse de femme, vue de face;11.03.2010;3,666,500
Christopher Wool;Untitled (W 24)REPEAT SALE;11.08.2010;3,666,500
Arshile Gorky;Housatonic;11.09.2010;3,666,500
Pablo Picasso;PivoineREPEAT SALE;05.03.2011;3,666,500
Edouard Vuillard;La partie de plaisir;05.03.2011;3,666,500
Sam Francis;Reefs;05.11.2011;3,666,500
Pablo Picasso;Guitare accrochée au mur;11.02.2011;3,666,500
Jean Honoré Fragonard--Jean-Honoré Fragonard;Le jour (Day) (+ La nuit (Night); pair);01.25.2012;3,666,500
Peter de Hooch;Interior with a child feeding a parrot;01.26.2012;3,666,500
Jeff Wall;Dead Troops Talk (A vision after an ambush of a Red Army patrol, near Moqor, Afghanistan, winter 1986);05.08.2012;3,666,500
Robert Motherwell;Elegy to the Spanish Republic #122REPEAT SALE;11.13.2012;3,666,500
Lucio Fontana;Concetto spaziale, Attese;11.13.2012;3,666,500
Jean-Michel Basquiat;Untitled;11.14.2012;3,666,500
Jean-Michel Basquiat;Radium 23REPEAT SALE;11.15.2012;3,666,500
Christopher Wool;Untitled;03.07.2013;3,666,500
René Magritte;L′empire des lumières;06.28.1999;3,658,016
Orazio Gentileschi;The Holy Family with the Infant Saint John the Baptist in a landscape;07.06.2000;3,654,803
Govaert Flinck;An old man at a casement;12.06.2011;3,654,758
Lucio Fontana;Concetto spaziale, attese;10.15.2010;3,651,825
Lucio Fontana;Concetto spaziale, attese;10.15.2010;3,651,825
Edgar Degas;Femme à sa toilette;11.28.1988;3,650,443
George Stubbs;Portrait of a Newfoundland dog, the property of H.R.H., the Duke of York;11.24.1999;3,644,218
Cy Twombly;Ides of MarchREPEAT SALE;06.03.2014;3,639,970
Pablo Picasso;Mère aux enfants à l′orange;11.05.2002;3,639,500
Everett Shinn;Footlight flirtation;12.04.2002;3,639,500
Ferdinand Hodler;Die Dents Blanches;12.03.2013;3,639,353
Fernand Léger;Les fumées sur les toits;02.03.2010;3,639,050
Mark Grotjahn;Untitled (Orange Butterfly Green M G), 2003;11.11.2013;3,637,000
Barnett Newman;Genesis - The break;11.13.2013;3,637,000
Jan Provost;The Annunciation;01.29.2014;3,637,000
Joan Miró;L′étoile insaisissable;05.06.2014;3,637,000
Mark Rothko;Untitled;05.13.2014;3,637,000
Joaquín Sorolla y Bastida;Vuelta de la pesca. Playa de valencia (The return from fishing, valencia beach);12.10.2014;3,636,571
Pierre-Auguste Renoir;Tête de jeune femme au foulard bleu: Mademoiselle Henriot;11.29.1988;3,636,364
Pablo Picasso;Nu dans un fauteuil;06.24.2002;3,632,710
Andy Warhol;Shot Red MarilynREPEAT SALE;11.02.1994;3,632,500
Frederic Remington;The Norther;12.05.1996;3,632,500
Pierre-Auguste Renoir;Fleurs et fruits;05.13.1997;3,632,500
Paul Cézanne;La lutte d′amour;11.13.1997;3,632,500
Georgia O′Keeffe--Georgia O'Keeffe;From the plains;12.03.1997;3,632,500
Mark Rothko;Untitled;05.12.1998;3,632,500
Pierre Bonnard;La cheminée;05.13.1998;3,632,500
Fu Baoshi;Landscape from the poem of Shi Tao--shitao;05.22.2011;3,630,833
Leonardo da Vinci;Sheet of studies including sketches of a child embracing a lamb;11.17.1986;3,630,000
Willem de Kooning;Pink lady;05.04.1987;3,630,000
Edgar Degas;Danseuses;10.18.1989;3,630,000
Mark Rothko;Black area in reds;11.08.1989;3,630,000
Claude Monet;Matiné sur la Seine, effet de brume;11.14.1989;3,630,000
Francis Bacon;Portrait of Lucian Freud;05.08.1990;3,630,000
Gino Severini;Mare=Danzatrice;05.16.1990;3,630,000
Henri Matisse;Vase d′Amaryllis;05.17.1990;3,630,000
Paul Cézanne;Tasse, verre et fruits, II;06.27.2000;3,627,451
Francesco Guardi;Venise: Vue du Grand Canal vers le pont du Rialto;06.22.2006;3,626,797
Bada Shanren;Calligraphy;05.26.2014;3,626,655
Fu Baoshi;Lofty terrace of Mount Huang;10.07.2014;3,626,328
Zeng Fanzhi;Mask series;10.05.2013;3,626,281
Qi Baishi;Cherry in plate;11.22.2010;3,625,686
Edouard Manet--Édouard Manet;La jetée de Boulogne;11.06.2007;3,625,000
Claude Monet;A travers les arbres, île de la Grande JatteREPEAT SALE;11.06.2007;3,625,000
René Magritte;La voix du sang;11.06.2007;3,625,000
Camille Pissarro;Rue des roches au Valhermeil à Auvers-sur-Oise, chaumières et vacheREPEAT SALE;11.07.2007;3,625,000
Alexander Calder;Mobile du garage;11.14.2007;3,625,000
Alberto Giacometti;Homme, Apollon;05.06.2008;3,625,000
Alfred Sisley;Le pont de Moret à matin d′avril;05.07.2008;3,625,000
Jean Dubuffet;Conjugaison;05.14.2008;3,625,000
Robert Gober;Untitled;05.15.2008;3,625,000
Rufino Tamayo;El comedor de sandías;05.29.2008;3,625,000
Nikolai Konstantinovich Roerich;Himself came;11.26.2007;3,624,011
Vasili Vasilievich Vereshchagin;Solomon′s wall;04.18.2007;3,624,000
Tom Wesselmann;Still life #16;05.15.2007;3,624,000
Lucio Fontana;Concetto spaziale, Attese (il sole)REPEAT SALE;02.11.2015;3,623,883
Lucio Fontana;Concetto spaziale, Attese (il sole)REPEAT SALE;02.11.2015;3,623,883
Lucas Cranach (the Elder);Venus with Cupid stealing honey;12.04.2013;3,622,346
Aleksandr Evgen′evich Yakovlev;Titi and Naranghe, daughters of chief Eki Bondo;06.07.2010;3,621,840
Guido Reni;The Martyrdom of Saint Apollonia;07.09.2008;3,618,286
Wu Guanzhong;Crossing the river;12.03.2011;3,616,636
John Robert Cozens;The Lake of Albano and Castel GandolfoREPEAT SALE;07.14.2010;3,614,765
Ivan Konstantinovich Aivazovsky;Pushkin and Countess Raevskaya by the sea near Gurzuf and Partenit;06.09.2008;3,613,703
Zhang Daqian;Dakini;12.05.2011;3,612,035
;Portrait of Prince Petr Vasilievich Lopukhin (1753-1827;06.02.2014;3,611,588
Andy Warhol;Dollar signREPEAT SALE;11.09.2011;3,610,500
Andy Warhol;Ads: Blackglama, rebel without a cause (James Dean), Volkswagen, life savers, Chanel, the New Spirit (Donald Duck), van Heusen, paramount, mobil, and apple (in 10 parts);11.09.2011;3,610,500
Andy Warhol;Self-portrait;06.22.2007;3,609,867
Zao Wou-Ki;24.01.63.;05.25.2013;3,607,465
Peter Doig;Orange sunshine;06.21.2007;3,606,967
Fernand Léger;Le siphon;02.05.2002;3,606,919
;Abstraktes BildREPEAT SALE;06.30.2010;3,606,867
Pablo Picasso;L′homme au maillot rayé;06.25.2008;3,605,820
El Greco--Domenikos Theotokopoulos;Christ on the Cross;01.31.1997;3,605,000
Edgar Degas;Danseuse rajustant ses épaulettes;02.07.2012;3,601,866
Wang Hui;Landscape;12.04.2012;3,601,483
Alberto Giacometti;Diego au chandail;05.03.2005;3,600,000
Robert Henri;Jessica Penn in black with white plumes;05.19.2005;3,600,000
Alberto Giacometti;Buste de Diego;11.01.2005;3,600,000
Constantin Brancusi;Le baiser;11.01.2005;3,600,000
Willem de Kooning;Untitled;11.08.2005;3,600,000
David Hockney;A neat lawnREPEAT SALE;05.09.2006;3,600,000
Pierre Bonnard;Faïence Normande (Le pot de Rouen);11.07.2006;3,600,000
Erich Heckel;Akt (Dresden) (nude - Dresden); Stilleben mit Pflanzen (still life with plants): A double-sided painting;11.07.2006;3,600,000
Pierre-Auguste Renoir;Jeune fille au chapeau fleuri;11.08.2006;3,600,000
Henri Matisse;Nature morte - Ananas, citrons;11.08.2006;3,600,000
Edward Hicks;William Penn′s treaty;01.19.2007;3,600,000
Jan Wijnants;A wooded evening landscape with a hunter and his dogs (collab. w/ Adriaen van de Velde);07.08.1999;3,599,346
Barbara Hepworth;Curved Form (Bryher II);07.10.2013;3,597,398
Henri Matisse;Nu au Turban (Henriette);06.21.1993;3,595,931
Pierre-Auguste Renoir;ConfidenceREPEAT SALE;05.08.2013;3,595,750
Henry Moore;Reclining figure: Angles;11.04.2004;3,592,000
Francis Bacon;Oedipus;11.11.2004;3,592,000
Dennis Miller Bunker;Portrait of Anne Page;12.01.2004;3,592,000
Ed Ruscha;Damage;05.11.2004;3,591,500
Zao Wou-Ki;04.04.85.;06.03.2007;3,589,650
Alexej Jawlensky--Alexej von Jawlensky;Blauer ShawlREPEAT SALE;02.06.2013;3,588,406
Pablo Picasso;Portrait de Jaime Sabartes;04.03.1990;3,588,322
Pablo Picasso;Buste de femme;04.03.1990;3,588,322
;Portrait of Mrs Harrison Williams;02.05.2013;3,586,353
;Abstraktes BildREPEAT SALE;06.26.2013;3,585,708
Joseph Anton Koch;Heroische Landschaft mit RegenbogenREPEAT SALE;05.30.2008;3,582,769
Fernand Léger;Le mécanicien dans l′usine;06.18.2007;3,581,781
Joan Mitchell;MandresREPEAT SALE;12.11.2007;3,581,067
Caspar David Friedrich;Spaziergang in der abenddammerung;05.20.1993;3,579,282
Agnes Martin;Loving LoveREPEAT SALE;07.01.2014;3,578,572
Francis Bacon;(Seated man);06.30.2014;3,577,523
Frans Jansz Post;Brazilian landscape with three figures by a stream, fort Frederik Hendril on Antonio vaz island on the distance;05.19.1994;3,577,500
Adriaen Coorte;Asparagus and red currants on a stone ledge;07.03.2012;3,576,544
Andy Warhol;Dollar signREPEAT SALE;02.11.2010;3,572,666
Lucio Fontana;Concetto Spaziale;02.27.2008;3,571,350
Joan Mitchell;La Grande Vallée XI;02.27.2008;3,571,350
Max Pechstein;Die gelbe Maske I (The yellow mask I) and Sängerin in Rot (Singer in red) (recto-verso)REPEAT SALE;06.23.2014;3,571,018
Lucio Fontana;Concetto spaziale, attese;02.08.2007;3,570,727
Ben Nicholson;1945 (Still life with mugs);06.25.2014;3,568,499
Christopher Wool;Mad Cow;02.13.2013;3,567,875
Paul Gauguin;Fruits exotiques et fleurs rouges;06.27.1989;3,567,568
Pierre-Auguste Renoir;Portrait de Pierre-Henri Renoir (The artist′s brother);02.06.2006;3,566,520
Andy Warhol;Diamond Dust Shoes;02.12.2015;3,559,395
Francis Bacon;Head (Man in blue);02.07.2007;3,559,312
Marc Chagall;Les fleurs sur Saint Jeannet;02.07.2006;3,555,561
René Magritte;L′Empire des lumières;11.05.2008;3,554,500
Henry Moore;Falling Warrior;05.06.2009;3,554,500
Jean-Michel Basquiat;Red Man One;05.12.2009;3,554,500
Kees van Dongen;Nu au chapeau noir;11.04.2009;3,554,500
Alexander Calder;Untitled;11.10.2009;3,554,500
;Spider III;11.09.2010;3,554,500
Isamu Noguchi;Avatar;11.09.2010;3,554,500
Anselm Kiefer;Dem unbekannten Maler (To the unknown painter);05.11.2011;3,554,500
Ellsworth Kelly;Green white (2 joined panels)REPEAT SALE;05.12.2011;3,554,500
René Magritte;Le droit chemin;11.02.2011;3,554,500
Charles-Antoine Coypel;Roland and the marriage of Angelique;01.26.2012;3,554,500
Hans Hofmann;Kaleidos;05.08.2012;3,554,500
Jeff Koons;Beach HouseREPEAT SALE;11.14.2012;3,554,500
Andy Warhol;Rorschach (in 2 parts)REPEAT SALE;06.28.2011;3,550,832
Pablo Picasso;Courses de taureaux;06.23.2003;3,549,493
Chen Danqing;Going to town no. 3;06.02.2011;3,546,755
Sir Peter Paul Rubens--Peter Paul Rubens;Saint Michael subduing Lucifer;12.07.2006;3,546,540
Claude Monet;Champ d′avoine;12.08.1998;3,546,176
Wang Hui;Admiration to bamboo and pine;05.21.2011;3,542,276
Francis Bacon;Study for portrait VIII;12.05.1991;3,541,406
Qi Baishi;Red lotus;11.22.2010;3,541,368
Lucio Fontana;Concetto spaziale, AtteseREPEAT SALE;02.12.2014;3,540,490
Domenico Gnoli;Waist line;10.17.2014;3,539,674
Zhang Daqian;A Song poet seeking inspiration;05.31.2011;3,538,890
Wu Guanzhong;Roar;05.31.2011;3,538,890
Jean-Michel Basquiat;Santo;12.06.2011;3,538,488
Zao Wou-Ki;19.07.63.;12.01.2013;3,532,531
;Agrigente;05.31.2011;3,532,076
Qian Long;Apricot blossoms;12.04.2010;3,530,206
Ed Ruscha;Talk about space;05.14.2002;3,529,500
Zao Wou-Ki;Mars;12.07.2014;3,528,770
Emil Nolde;Sonnenuntergang;06.20.2006;3,527,067
Wu Guanzhong;Impression of Jakarta;12.03.2011;3,526,220
William Adolphe Bouguereau;La Charité;05.01.2000;3,526,000
Henri Fantin-Latour;Bouquet de fleurs;11.08.2000;3,526,000
Maurice Brazil Prendergast;The stony beach;05.23.2001;3,526,000
Max Beckmann;Austernesserinnen;11.05.2001;3,526,000
Ralph Albert Blakelock;Indian encampment along the Snake River;05.24.2000;3,525,750
Pablo Picasso;L′atelierREPEAT SALE;11.09.2000;3,525,750
Richard Diebenkorn;Ocean Park no.67;05.15.2001;3,525,750
Donald Judd;Untitled (Bernstein 90-01)(in 10 parts);04.22.2013;3,525,000
Sigmar Polke;Loesungen I - IV (Solutions I - IV) (in 4 parts)REPEAT SALE;05.14.2013;3,525,000
Pablo Picasso;Carnet Dinard (Carnet 1044, page 5);11.04.2013;3,525,000
Alfred Sisley;La Passerelle - Chemin de Halage du canal du Loing;11.06.2013;3,525,000
Marc Chagall;L′arbre rougeREPEAT SALE;11.06.2013;3,525,000
John Currin;Amamda;11.11.2013;3,525,000
Andy Warhol;Mao;11.12.2013;3,525,000
Andy Warhol;Hammer & Sickle;11.12.2013;3,525,000
;Untitled;11.12.2013;3,525,000
Claude Monet;L′EscalierREPEAT SALE;05.06.2014;3,525,000
Henri Matisse;Femme auprès de la fenêtre;05.06.2014;3,525,000
Pierre-Auguste Renoir;La toilette;05.07.2014;3,525,000
David Hammons;Untitled;05.12.2014;3,525,000
Wade Guyton;Untitled (Fire, Red/Black U);05.12.2014;3,525,000
Jackson Pollock;Vertical Composition I;05.13.2014;3,525,000
;What if the phone rings (in 3 parts);05.14.2014;3,525,000
Paul Signac;Le thonier entrant à la rochelle (Couchant);11.04.2014;3,525,000
Edouard Manet--Édouard Manet;PolichinelleREPEAT SALE;11.04.2014;3,525,000
Mark Rothko;UntitledREPEAT SALE;11.11.2014;3,525,000
Robert Gober;Three Urinals (3 works)REPEAT SALE;11.12.2014;3,525,000
Maxfield Parrish;Land of Make-Believe;11.19.2014;3,525,000
Childe Hassam;Shingling the First Baptist Church, Gloucester;11.20.2014;3,525,000
Piet Mondrian;Composition avec bleu, rouge et jaune;11.02.1993;3,522,500
Paul Cézanne;Nature morte, assiette et fruits;11.03.1993;3,522,500
Arshile Gorky;Dark green painting;05.04.1994;3,522,500
;Cygnes refl,tant des éléphants;05.09.1995;3,522,500
Claude Monet;Charing Cross Bridge;11.07.1995;3,522,500
Andy Warhol;Big torn Campbell′s Soup can (pepper pot);05.07.1997;3,522,500
Alberto Giacometti;Trois hommes qui marchent II;05.14.1997;3,522,500
Georges Braque;Paysage à L′Estaque;11.11.1997;3,522,500
Auguste Rodin;Balzac;05.13.1998;3,522,500
Pablo Picasso;Casemegas dans son cercueil;05.13.1998;3,522,500
Camille Pissarro;Place Saint-Lazare;11.08.1999;3,522,500
Master of Saint Nicholas;Calvary;01.27.2000;3,522,500
Alfred Sisley;Un jardin à Louveciennes (Chemin de l′Etarché);05.11.2000;3,522,250
Qi Baishi;Mountain villa beside the stream;12.05.2011;3,521,735
Fra Bartolommeo--Baccio della Porta;The Madonna and Child in a landscape;07.07.2009;3,521,127
Michele Marieschi;The Courtyard of the Doge′s Palace, VeniceREPEAT SALE;07.07.2009;3,521,127
August Macke;Frau mit Papagei in einer Landschaft;11.30.2007;3,520,258
;Fiktion (Garten) (Fiction (Garden));10.16.2014;3,520,000
Pablo Picasso;La maternite;05.11.1987;3,520,000
Jackson Pollock;Number 31;05.03.1988;3,520,000
Willem de Kooning;Untitled;11.08.1989;3,520,000
Willem de Kooning;Untitled III;11.08.1989;3,520,000
Jean Dubuffet;L′automobile, fleur de l′industrue;05.15.1990;3,520,000
Thomas Eakins;John Biglin in a Single Scull;05.23.1990;3,520,000
Pierre-Auguste Renoir;Portrait de madame Edmond Renoir;11.14.1990;3,520,000
Jan van Huysum;Flowers in a terracotta vase decorated with putti & garlandson marble plinth with 3 eggs. Garden with female with wreath;01.17.1992;3,520,000
Kasimir Severinovich Malevich--Kazimir Severinovich Malevich;Head of a peasant;06.02.2014;3,517,716
Aristarkh Vasilevich Lentulov;Children with parasols;06.02.2014;3,517,716
Pablo Picasso;Portrait de Madame H.P.;11.27.1994;3,515,660
Claude Monet;Au bord du fjord, près ChristianiaREPEAT SALE;02.05.2014;3,513,559
Robert Indiana;Love;11.14.2007;3,513,000
Andy Warhol;Self-portrait;05.13.2008;3,513,000
Jean-Michel Basquiat;Victor 25448;05.13.2008;3,513,000
Donald Judd;Untitled;05.14.2008;3,513,000
Andy Warhol;Ladies and gentleman (in 12 parts);05.14.2008;3,513,000
Fernand Léger;Nature morte;02.03.2015;3,512,332
Francisco de Zurbarán;Christ and the Virgin in the House of Nazareth;01.25.2007;3,512,000
Egon Schiele;Liebespaar (Lovers);06.21.2004;3,510,294
Jean Antoine Watteau;Le conteur;12.13.2000;3,509,629
Liubov Popova;Still life with tray;11.26.2007;3,508,472
Aristarkh Vasilevich Lentulov;Town in Southern Russia;11.26.2007;3,508,472
Canaletto--Bernardo Bellotto;Venice, a view of the Piazzetta looking northREPEAT SALE;12.08.2010;3,507,884
Qi Baishi;Figures (recto-verso) (in 4 parts);12.03.2012;3,506,266
